Region,Subregion,Country,City/station,PM10,PM 2.5,of monitoring stations,for air quality
EurHI,EurA,Sweden,Göteborg,18,10,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Sweden,Lund,15,8,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Sweden,Malmö,21,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Sweden,Stockholm,15,7,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Sweden,Umeå,,5,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Switzerland,Basel,22,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Switzerland,Genève,27,18,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Switzerland,Lugano,23,16,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Switzerland,Luzern,24,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Switzerland,Winterthur,20,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Switzerland,Zürich,20,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Aberdeen,14,8,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Belfast,,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Birmingham,23,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Bournemouth,,9,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Brighton and Hove,,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Bristol,20,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Chesterfield,22,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Derry,19,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Eastbourne,,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Edinburgh,15,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Glasgow,17,10,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Kingston-upon-Hull,17,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Leeds,21,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Leicester,17,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Liverpool,16,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,London,22,16,3 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Manchester,,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Newcastle upon Tyne,20,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Newport,18,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Northampton,,10,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Norwich,20,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Nottingham,25,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Oxford,17,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Plymouth,20,11,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Portsmouth,,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Preston,,11,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Reading,19,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Sheffield,23,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Southampton,21,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Stoke-on-trent,22,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Sunderland,,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Thurrock,25,18,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Warrington,19,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Warwick,20,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,Wirral,,10,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,United Kingdom,York,18,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Sear,SearD,Bangladesh,Barisal,160,77,1 station,"Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh"
Sear,SearD,Bangladesh,Chittagong,132,66,2 stations,"Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh"
Sear,SearD,Bangladesh,Dhaka,180,86,"3 stations, urban/residential","Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh and Spatial Distribution of PM concentrations in Dhaka City (January 2011-June 2012), Clean Air and Sustainable Environment Project, August 2012"
Sear,SearD,Bangladesh,Gazipur,166,87,1 station,"Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh"
Sear,SearD,Bangladesh,Khulna,102,70,1 station,"Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh"
Sear,SearD,Bangladesh,Narayonganj,181,89,1 station,"Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh"
Sear,SearD,Bangladesh,Rajshahi,195,70,1 station,"Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh"
Sear,SearD,Bangladesh,Sylhet,112,63,1 station,"Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh"
Sear,SearD,Bhutan,Thimpu,23,10,1 station: urban background,"SAARC Development Goals, Mid-Term Review Report, 2011"
Sear,SearD,India,Agra,200,88,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Ahmedabad,67,100,"4 stations, residential and others (pm10); 1 station (PM2.5)","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Aizawl,55,24,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Alappuzha,46,20,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Allahabad,202,88,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Alwar,86,38,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Amravati,97,43,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Amritsar,210,92,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Angul,91,40,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Anklesvar,71,31,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Aurangabad,107,47,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Balasore,57,25,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Bangalore,103,45,"3 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Berhampur,61,27,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Bhilai,81,35,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Bhopal,171,75,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Bhubaneshwar,85,37,"3 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Bongaigaon,46,20,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Chandigarh,105,46,"4 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Chandrapur,174,76,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Chennai,55,24,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Coimbatore,66,29,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Cuttack,68,30,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Dawki (rural),52,23,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Dehradun,175,77,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Delhi,286,153,"5 stations, residential and others (PM10); 6 stations (PM2.5)","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Dera Baba Nanak,68,30,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Dewas,97,43,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Dibrugarh,56,25,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Dimapur,92,40,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Durgapur,110,48,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Firozabad,219,96,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Gobindgarh,159,69,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Golaghat,55,24,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Gulbarga,64,28,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Guntur ,75,33,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Guwahati,92,40,"6 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Gwalior,329,144,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Hassan,44,19,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Hisar,72,32,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Howrah,108,47,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Hyderabad,87,38,"4 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Indore,122,53,"3 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Jaipur,155,68,"4 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Jalandhar,128,56,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Jammu,127,56,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Jamnagar,104,46,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Jhansi,113,50,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Jodhpur,196,86,"4 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Kakinada ,58,25,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Kanpur,212,93,"3 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Khammam ,64,28,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Khanna,200,88,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Khurja,154,67,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Kochi,64,28,"4 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Kohima,64,28,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Kolhapur,81,35,"3 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Kolkata,97,43,"6 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Kollam,39,17,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Korba,114,50,"3 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Kota,146,64,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Kottayam,55,24,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Kozhikode,57,25,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Kurnool ,74,32,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Lucknow,219,96,"4 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Ludhiana,207,91,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Madurai,46,20,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Mahad,109,48,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Margherita,54,24,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Meerut,126,55,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Mumbai,136,45,"2 stations, residential and others (PM10); 1 station (PM2.5)","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Nagaon,79,35,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Nagda,114,50,"3 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Nagpur,118,51,"4 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Nahan,110,48,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Nalbari,82,36,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Nalgonda ,78,34,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Nashik,103,45,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Navi Mumbai,104,45,"4 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Naya Nangal,96,42,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Nellore,63,28,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Noida,133,58,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,North Lakhimpur Town,72,32,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Panaji,116,51,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Parwanoo,70,31,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Patancheru,109,48,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Pathanamthitta,23,10,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Patiala,91,40,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Patna,164,149,"2 stations, residential and others (PM10); 1 station (PM2.5)","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Pondicherry,39,17,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Pune,134,59,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Raipur,305,134,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Rajkot,75,33,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Ramagundam,83,36,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Rayagada,62,27,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Rishikesh,103,45,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Roha,121,53,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Rourkela,104,46,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Salem,61,27,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Sambalpur,60,26,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Sangli,91,40,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Satna,99,43,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Shillong,78,34,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Shimla,68,30,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Sibsagar,109,48,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Silchar,91,40,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Singrauli,60,26,"3 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Solapur,80,35,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Surat,94,41,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Tezpur,69,30,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Thane,49,21,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Thoothukudi,92,40,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Thrissur,73,32,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Tinsukia,57,25,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Trivandrum,52,23,"3 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Tura,57,25,1 station: residential and others,"Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Udaipur,143,62,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Ujjain,60,26,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Vadodara,65,28,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Vapi,74,32,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Varanasi,126,55,"2 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Vijayawada,95,42,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Visikhapatnam,79,35,"4 stations, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearD,India,Warangal,64,28,"1 station, residential and others","Central Pollution Control Board India, Environmental Data Bank"
Sear,SearB,Indonesia,Jakarta,48,21,NA,"Cities Act, Clear Air Asia Database"
Sear,SearD,Maldives,Male - Friday Mosque Station,20,9,1 station: no information given,"EPA Maldives, http://epa.gov.mv."
Sear,SearD ,Myanmar,Mandalay,69,30,"2 stations, urban and residential","A New Decade in Sustainable Transport, Myanmar EST Presentation, 5th EST"
Sear,SearD,Nepal,Kathmandu,114,50,NA,"Clean Air Asia, Cities Act, 2013."
Sear,SearB,Sri Lanka,Colombo,64,28,1 station: urban,"Cities Act, Clear Air Asia Database"
Sear,SearB,Thailand,Ayutthaya,,35,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Bangkok,38,20,9 stations,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Chachoengsao,27,14,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Chiang Mai,42,22,2 stations,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Chiang Rai,70,37,2 stations,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Chon Buri,21,11,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Khon Kaen,36,19,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Lampang,57,30,4 stations,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Lamphun,47,25,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Loei,38,20,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Mae Hong Son,44,23,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Nakhon Ratchasima,55,29,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Nakhon Sawan,38,20,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Nan,44,23,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Narathiwat,33,18,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Nonthaburi ,34,18,2 stations,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Pathum Thani,47,25,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Phayao,54,29,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Phrae,61,33,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Phuket,21,11,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Ratchaburi,31,17,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Rayong,35,18,5 stations,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Sa Kaeo,35,18,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Samut Prakan,42,22,5 stations,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Samut Sakhon,44,24,2 stations,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Saraburi,66,35,2 stations,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Songkhla,34,19,1 station,
Sear,SearB,Thailand,Surat Thani,38,20,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Sear,SearB,Thailand,Yala,26,14,1 station,Bangkok Ambient Annual Summary of Air Quality Data
Wpr,WprB,China,Anshan,105,48,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Anyang,109,50,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Baoding,84,39,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Baoji,98,45,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Baotou,102,47,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Beihai,58,27,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Beijing,121,56,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Benxi,69,32,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Changchun,83,38,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Changde,92,42,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Changsha,104,48,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Changzhi,83,38,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Changzhou,97,45,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Chengdu,102,47,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Chifeng,93,43,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Chongqing,89,41,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Datong,75,34,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Deyang,65,30,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Fushun,94,43,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Fuzhou,73,34,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Guangzhou,69,32,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Guilin,66,30,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Guiyang,75,34,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Haikou,40,18,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Handan,90,41,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Hangzhou,98,45,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Harbin,101,46,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Hefei,115,53,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Hohhot,68,31,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Hong Kong SAR,45,21,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Huzhou,86,39,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Jiaozuo,99,45,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Jilin,81,37,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Jinan,117,54,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Jinchang,88,40,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Jingzhou,88,40,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Jining,116,53,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Jiujiang,64,29,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Kaifeng,111,51,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Karamay,51,23,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Kunming,72,33,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Lanzhou,155,71,Not found,"Cities Act, Clean Air Asia Database, 2013."
